X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-78.5420099993,35.9820299993,36,1840,1840,Wake Union Church Rd at Hampton Inn,Wake Union Church Rd,Hampton Inn, ,35.9820299994,-78.5420099993,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,1,1840,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,ba7c2d2b-dc4b-4b73-945c-f197fa238025,No,,No,Available
-78.5399599998,35.9829800004,37,1841,1841,Wake Union Church Rd at Food Lion,Wake Union Church Rd,Food Lion, ,35.9829800001,-78.5399599998,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,2,1841,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,3c0d2353-e06d-4c39-b7f6-1df863fb9d4a,No,,No,Available
-78.5414615778,35.9703055798,38,1844,1844,Retail Dr at Staples,Retail Dr,Staples, ,35.9703055798,-78.5414615778,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,1,1844,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,b81ffb53-3590-479f-aac4-6ed15025440a,No,,No,Available
-78.5449647945,35.9477639584,39,1907,1907,Forest Pines Dr at Rex Hospital North,Forest Pines Dr,Rex Hospital North,Far,35.9477639582,-78.5449647945,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,Site 60-Removed,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,3,1907,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,971d8fce-c7b6-4e56-81d6-674bddae4afa,No,,No,Available
-78.5452010002,35.9542130004,40,1908,1908,Forest Pines Dr at Green Elm Ln,Forest Pines Dr,Green Elm Ln, ,35.9542130001,-78.5452010002,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,2,1908,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,6944cd32-6058-4414-8fc4-be5f3f5ffeee,No,,No,Available
-78.5467450012,35.960912,41,1909,1909,Forest Pines Dr at Beestone Ln,Forest Pines Dr,Beestone Ln, ,35.9609119998,-78.5467450012,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,1,1909,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,45d0d44d-21c0-4d8a-8cec-1144251b9375,No,,No,Available
-78.5054550001,35.9885920003,42,1910,1910,N Main St at W Oak Ave,N Main St,W Oak Ave, ,35.9885920003,-78.5054550001,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,2,1910,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,6bf88b4f-16b5-49b7-951a-4bd53d7178eb,No,,No,Available
-78.5073060003,35.9908190005,43,1911,1911,N Wingate St at E Chestnut Ave,N Wingate St,E Chestnut Ave, ,35.9908190002,-78.5073060003,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,3,2,1911,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,88f10a10-dcc9-4b46-8987-7906e98ca72c,No,,No,Available
-78.5193512835,35.9486932787,44,1912,1912,Heritage Branch Rd at Branch Ferry Ct,Heritage Branch Rd,Branch Ferry Ct, ,35.9486932787,-78.5193512835,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,1912,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,13945d06-c378-4891-9699-4d3b711ae093,No,,No,Available
-78.7770100061,35.9133037037,45,9764,6223,Alexander Promonade at WalMart,Alexander Promonade,WalMart,Near,35.913158,-78.7768010005,No,E,A,Private,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,Some,Building,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,9,6,6223,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,a49ed345-b7a1-4075-a2b0-d0c99ec27693,No,,No,Available
-78.6371570003,35.7775249999,46,8001,8001,GoRaleigh Station,GoRaleigh Station,,,35.7775249999,-78.6371570003,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,Yes,Transit Center,9,Yes,Improved,9,Yes,Big Belly,9,Yes,Yes,,Yes,Good,Building,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,Complete,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,4852,4217,8001,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,69b5f56f-c13a-4767-a853-3b88688cf4ec,Yes,,Yes,Available
-78.6380914081,35.7798569298,47,8002,8002,Wilmington St at Morgan St,Wilmington St,Morgan St,Far,35.7798569298,-78.6380914081,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Shelter,Planned,2022,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,20,7,8002,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/28 21:02:19.106+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,3c35652c-2523-4e59-b835-e8d1bc2fd44e,No,,No,Available
-78.6379564676,35.7818024005,48,8003,8003,Wilmington St at Jones St,Wilmington St,Jones St,Near,35.7818024003,-78.6379564676,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,Yes,R-Line,1,Yes,Improved,1,Yes,Concrete Mounted,1,No,Yes,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,Complete,,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,18,6,8003,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/28 21:02:19.106+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,811ac5b1-d6f2-402a-a413-955be7c53a16,No,,Yes,Available
-78.6156991138,35.8069304549,49,8005,8005,Capital Blvd at Crabtree Blvd,Capital Blvd,Crabtree Blvd, ,35.8063999994,-78.616030001,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,20 by 15,Yes,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Site 14,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,50,8005,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,aca8df6e-5f9c-4a9f-bcd0-0ac9552d429e,No,,Yes,Available
-78.6377497383,35.7850888127,50,8006,8006,N Wilmington St at North St,N Wilmington St,North St,Far,35.7850888124,-78.6377497383,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,6,6,8006,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,3aa30623-a0bd-4a81-9d1f-6e5fe239955a,No,,No,Available
-78.6377121492,35.78633809,51,8007,8007,N Wilmington St at Polk St,N Wilmington St,Polk St,Far,35.7863380897,-78.6377121492,Yes,C,E,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,No,,0,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Shelter,Planned,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,6,8007,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,a2f87077-2f71-46e8-8fa8-a07032f14f79,No,,No,Available
-78.6341400003,35.7903099996,52,8009,8009,N Person St at E Franklin St,N Person St,E Franklin St,Far,35.7903099994,-78.6341400003,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,10,8009,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,35bc2ae5-9906-48df-81d9-885ba7edb2b8,No,,No,Available
-78.6325900004,35.7922199996,53,8010,8010,Wake Forest Rd at Sasser St,Wake Forest Rd,Sasser St, ,35.7922199998,-78.6325900004,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Site 229,Shelter,Planned,Summer 2021,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,8010,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,589a482c-9dd7-4da2-b923-dba45e03e537,No,,No,Available
-78.6301638152,35.7962182997,55,8012,8012,Wake Forest Rd at Frank St,Wake Forest Rd,Frank St, ,35.7961799997,-78.6301599992,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,4,8012,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Non-compliant,2ded64d8-0b52-4cb8-a8a1-50189e858609,No,,No,Available
-78.6252680005,35.7996070001,57,8014,8014,Automotive Way at Brookside Dr,Automotive Way,Brookside Dr, ,35.7996070004,-78.6252680005,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Building,No,No,Yes,No,No,Yes,No,No,No,No,,Shelter,Planned,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,23,8014,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,15af190e-921c-4b95-9a80-d5d56f2b59a1,No,,No,Available
-78.6200300004,35.8024199995,58,8015,8015,Capital Blvd at Fenton St,Capital Blvd,Fenton St, ,35.8024199994,-78.6200300004,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,20 by 6,No,None,,No,No,Yes,No,No,Yes,No,No,No,No,WTP Site 94,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,20,8015,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Non-compliant,12b683ad-7586-44b4-9ebb-d1e6d448e985,No,,Yes,Available
-78.6121900005,35.8106200001,60,8017,8017,Capital Blvd at Hodges St,Capital Blvd,Hodges St, ,35.8106200004,-78.6121900005,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,No,No,No,No,No,No,Yes,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,13,8017,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,f472bfa3-15ce-4438-816d-c7be52b7e30a,No,,No,Available
-78.6017800005,35.8159299997,61,8018,8018,Capital Blvd at Westinghouse Blvd,Capital Blvd,Westinghouse Blvd, ,35.81593,-78.6017800005,No,B,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,No,No,,Shelter,Planned,2022,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,53,8018,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,92d5b85b-ed65-46cc-8a5e-8ce45f6cdfc7,No,,No,Available
-78.5963089209,35.8185241012,62,8019,8019,Capital Blvd at Brentwood Rd,Capital Blvd,Brentwood Rd,Near,35.8184899999,-78.59637,No,B,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,No,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,Shelter,Planned,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,38,8019,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,77ee2c79-1af8-4701-abcd-1c8db0c66a47,No,,No,Available
-78.5921090193,35.8204799999,63,8020,8020,Capital Blvd at Trawick Rd,Capital Blvd,Trawick Rd,Near,35.8204799998,-78.5920700001,No,B,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,6’ by 20’,No,Some,Building,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Site 3,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,61,8020,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,7b81c3af-c7c6-49fc-bfb5-570c6a4b0948,No,,Yes,Adopted
-78.5874479128,35.8238803832,64,8021,8021,Capital Blvd at Starmount Dr,Capital Blvd,Starmount Dr,Near,35.8238803835,-78.5874479128,No,B,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,6’ by 20’,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,WTP Site 73,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,53,8021,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,d7d8607f-790e-4df6-a23a-4d32d97a87dd,No,,No,Available
-78.5851523777,35.8286542778,65,8022,8022,Capital Blvd at Old Buffalo Rd,Capital Blvd,Old Buffalo Rd,Near,35.8286485355,-78.5851458407,No,B,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,6’ by 20’,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,WTP Site 72,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,74,8022,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,b8ec8819-9ffd-40b6-82a6-6d5c36a047d5,No,,No,Available
-78.5841382489,35.8318571148,66,8023,8023,Capital Blvd at Greywood Dr,Capital Blvd,Greywood Dr,Near,35.8318571146,-78.5841382489,No,B,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,Shelter,Planned,2023,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,53,8023,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,dabb9c9c-b393-4be9-9018-933d328f1696,No,,No,Available
-78.5798094293,35.8453451839,67,8025,8025,Capital Blvd At Calvary Dr,Capital Blvd,Calvary Dr, ,35.8453000004,-78.5798200007,No,B,B,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,6’ by 20’,No,Some,Building,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,WTP Site 41,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,167,8025,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,f1d6562f-e5ba-4a62-969a-2967849add98,No,,Yes,Available
-78.5803892065,35.8507067403,68,8026,8026,Capital Blvd at New Hope Rd,Capital Blvd,New Hope Rd, ,35.8506300001,-78.5804099998,No,B,B,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,WTP Site 74,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37,65,8026,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,b5487b04-564b-4c35-85b6-6000f7741984,No,,Yes,Available
-78.5815902935,35.8617291978,69,8029,8029,Capital Blvd at Oak Forest Dr,Capital Blvd,Oak Forest Dr,Far,35.8617019809,-78.5815373747,No,B,B,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,Yes,Pole Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,8,8029,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,7d0d9b9c-beb8-4dee-8dc8-a7d880cc0f77,No,,No,Available
